intersection_start,intersection_end,intersection_duration
2022-04-19 07:10:06.490194,2022-04-19 15:10:07.006191,0 days 08:00:00.515997
2022-04-19 16:05:06.195079,2022-04-20 04:45:06.853123,0 days 12:40:00.658044
2022-04-20 05:51:06.430696,2022-04-20 10:35:06.706213,0 days 04:44:00.275517
2022-04-20 10:36:07.260375,2022-04-20 11:38:06.963785,0 days 01:01:59.703410
2022-04-20 12:27:06.790132,2022-04-22 04:44:07.178257,1 days 16:17:00.388125
2022-04-22 06:14:06.629343,2022-05-04 07:02:06.241333,12 days 00:47:59.611990
2022-05-04 07:11:07.030413,2022-05-06 12:58:06.439594,2 days 05:46:59.409181
2022-05-06 12:59:06.831287,2022-05-06 14:12:07.101675,0 days 01:13:00.270388
2022-05-06 14:13:06.546926,2022-05-09 08:17:06.621280,2 days 18:04:00.074354
2022-05-09 08:19:06.760823,2022-05-11 11:03:07.051176,2 days 02:44:00.290353
2022-05-11 11:27:06.681939,2022-05-24 09:44:07.008512,12 days 22:17:00.326573
2022-05-24 09:47:07.220625,2022-05-24 16:22:07.053084,0 days 06:34:59.832459
2022-05-24 16:23:06.672157,2022-05-25 07:08:07.355221,0 days 14:45:00.683064
2022-05-25 07:09:07.065080,2022-05-25 16:22:06.775701,0 days 09:12:59.710621
2022-05-25 16:23:06.461439,2022-05-26 07:02:07.146452,0 days 14:39:00.685013
2022-05-26 07:03:06.847612,2022-05-26 08:58:06.928756,0 days 01:55:00.081144
2022-05-26 09:13:06.428834,2022-05-26 19:12:06.653639,0 days 09:59:00.224805
2022-05-26 19:13:07.241513,2022-05-27 06:13:07.306798,0 days 11:00:00.065285
2022-05-27 06:14:07.149500,2022-05-27 13:12:06.786838,0 days 06:57:59.637338
2022-05-27 13:13:06.442434,2022-06-01 08:16:07.009879,4 days 19:03:00.567445
2022-06-01 08:17:06.443909,2022-06-03 14:10:06.661010,2 days 05:53:00.217101
2022-06-03 14:11:07.112383,2022-06-05 09:03:07.050466,1 days 18:51:59.938083
2022-06-05 10:06:07.246000,2022-06-05 12:08:06.796419,0 days 02:01:59.550419
2022-06-05 12:16:06.984574,2022-06-06 04:42:07.015061,0 days 16:26:00.030487
2022-06-06 05:19:07.101607,2022-06-06 07:30:06.712969,0 days 02:10:59.611362
2022-06-06 07:31:07.185023,2022-06-08 06:30:06.881038,1 days 22:58:59.696015
2022-06-08 06:31:06.538586,2022-06-08 10:39:06.835371,0 days 04:08:00.296785
2022-06-08 11:16:06.344041,2022-06-13 08:28:06.642974,4 days 21:12:00.298933
2022-06-13 08:29:07.137028,2022-06-13 15:29:06.455675,0 days 06:59:59.318647
2022-06-13 15:30:06.915992,2022-06-14 07:07:07.175148,0 days 15:37:00.259156
2022-06-14 07:08:06.714848,2022-06-14 14:58:06.576318,0 days 07:49:59.861470
2022-06-14 14:59:07.028606,2022-06-15 07:31:06.813366,0 days 16:31:59.784760
2022-06-15 07:32:06.304502,2022-06-15 13:33:06.729220,0 days 06:01:00.424718
2022-06-15 13:34:06.154789,2022-06-25 09:51:07.132281,9 days 20:17:00.977492
2022-06-25 10:05:06.680639,2022-06-25 12:38:06.593833,0 days 02:32:59.913194
2022-06-25 12:39:07.001410,2022-06-25 15:49:07.061107,0 days 03:10:00.059697
2022-06-25 16:04:06.281831,2022-06-25 22:38:06.677841,0 days 06:34:00.396010
2022-06-25 23:09:07.189601,2022-06-26 01:11:06.711168,0 days 02:01:59.521567
2022-06-26 01:12:07.135612,2022-06-26 05:08:06.522478,0 days 03:55:59.386866
2022-06-26 05:09:07.180533,2022-06-26 08:00:07.102473,0 days 02:50:59.921940
2022-06-26 08:14:07.026321,2022-06-27 05:46:06.480691,0 days 21:31:59.454370
2022-06-27 07:02:06.991458,2022-06-28 14:53:06.870196,1 days 07:50:59.878738
2022-06-28 15:19:06.269922,2022-06-28 16:23:06.669745,0 days 01:04:00.399823
2022-06-28 17:02:06.952789,2022-06-28 20:14:06.476790,0 days 03:11:59.524001
2022-06-28 20:29:06.410082,2022-06-29 05:08:06.744228,0 days 08:39:00.334146
2022-06-29 05:17:06.732070,2022-06-29 07:03:07.067829,0 days 01:46:00.335759
2022-06-29 07:04:06.510312,2022-06-29 16:26:06.376244,0 days 09:21:59.865932
2022-06-29 17:08:06.558430,2022-06-29 19:08:06.711564,0 days 02:00:00.153134
2022-06-29 19:19:06.363048,2022-06-29 23:47:06.350300,0 days 04:27:59.987252
2022-06-30 00:08:07.130736,2022-06-30 04:55:06.619732,0 days 04:46:59.488996
2022-06-30 07:05:06.884639,2022-06-30 14:53:07.178011,0 days 07:48:00.293372
2022-06-30 16:04:06.544962,2022-06-30 17:53:06.670066,0 days 01:49:00.125104
2022-06-30 18:01:06.771957,2022-07-01 05:03:06.458184,0 days 11:01:59.686227
2022-07-01 07:09:07.104521,2022-07-01 15:01:06.826798,0 days 07:51:59.722277
2022-07-01 16:15:07.120510,2022-07-01 17:58:06.942013,0 days 01:42:59.821503
2022-07-01 18:07:06.455474,2022-07-02 07:10:06.812960,0 days 13:03:00.357486
2022-07-02 07:24:06.977390,2022-07-02 14:50:06.487260,0 days 07:25:59.509870
2022-07-02 14:59:07.024605,2022-07-04 07:06:07.205733,1 days 16:07:00.181128
2022-07-04 07:22:06.962759,2022-07-04 15:22:07.004282,0 days 08:00:00.041523
2022-07-04 15:27:06.271783,2022-07-04 16:27:06.843133,0 days 01:00:00.571350
2022-07-04 16:36:07.236465,2022-07-05 05:03:07.273325,0 days 12:27:00.036860
2022-07-05 05:14:06.787279,2022-07-05 07:17:06.780169,0 days 02:02:59.992890
2022-07-05 07:18:06.261329,2022-07-11 06:57:06.878734,5 days 23:39:00.617405
2022-07-11 06:58:06.471085,2022-07-12 07:47:06.542729,1 days 00:49:00.071644
2022-07-12 07:48:07.067695,2022-07-12 14:49:06.656925,0 days 07:00:59.589230
2022-07-12 14:50:07.236818,2022-07-13 12:11:07.108967,0 days 21:20:59.872149
2022-07-13 12:13:06.216225,2022-07-13 15:34:06.594991,0 days 03:21:00.378766
2022-07-13 15:35:07.115394,2022-07-13 17:31:07.060023,0 days 01:55:59.944629
2022-07-13 17:32:06.674746,2022-07-14 16:33:06.690644,0 days 23:01:00.015898
2022-07-14 16:34:06.504115,2022-07-15 07:10:06.924302,0 days 14:36:00.420187
2022-07-15 07:11:06.553814,2022-07-15 17:10:07.678972,0 days 09:59:01.125158
2022-07-15 17:11:06.282591,2022-07-18 08:18:07.860743,2 days 15:07:01.578152
2022-07-18 08:19:07.471480,2022-07-19 15:44:07.332058,1 days 07:24:59.860578
2022-07-19 15:45:06.821115,2022-07-20 07:07:07.042862,0 days 15:22:00.221747
2022-07-20 07:08:07.037823,2022-07-20 15:36:06.460232,0 days 08:27:59.422409
2022-07-20 15:37:07.296249,2022-07-21 07:11:06.531586,0 days 15:33:59.235337
2022-07-21 07:12:07.215031,2022-07-21 13:33:06.899577,0 days 06:20:59.684546
2022-07-21 13:34:06.616177,2022-07-22 11:19:06.533472,0 days 21:44:59.917295
2022-07-22 11:20:07.541730,2022-08-22 15:28:07.623665,31 days 04:08:00.081935
2022-08-22 15:29:08.718083,2022-08-24 10:45:07.234937,1 days 19:15:58.516854
2022-08-24 10:46:08.611767,2022-08-24 14:01:06.212107,0 days 03:14:57.600340
2022-08-24 14:02:07.680308,2022-08-25 07:56:07.022296,0 days 17:53:59.341988
2022-08-25 08:05:07.491842,2022-08-25 15:02:06.915850,0 days 06:56:59.424008
2022-08-25 15:03:06.694531,2022-08-26 06:43:08.462816,0 days 15:40:01.768285
2022-08-26 06:44:07.039413,2022-08-26 14:21:07.551722,0 days 07:37:00.512309
2022-08-26 14:22:07.234427,2022-08-27 10:30:07.132772,0 days 20:07:59.898345
2022-08-27 10:31:06.889148,2022-08-27 12:55:06.589645,0 days 02:23:59.700497
2022-08-27 13:05:08.187601,2022-08-28 03:03:06.685295,0 days 13:57:58.497694
2022-08-28 03:04:06.504587,2022-08-28 04:08:07.011034,0 days 01:04:00.506447
2022-08-28 04:09:06.890671,2022-08-28 07:23:06.765304,0 days 03:13:59.874633
2022-08-28 07:36:07.367508,2022-08-29 15:40:07.577265,1 days 08:04:00.209757
2022-08-29 15:41:11.267197,2022-08-29 16:43:07.179150,0 days 01:01:55.911953
2022-08-29 16:51:06.249400,2022-08-30 06:57:07.541624,0 days 14:06:01.292224
2022-08-30 06:58:06.453259,2022-08-31 17:07:08.785270,1 days 10:09:02.332011
2022-08-31 17:08:06.374061,2022-09-02 08:04:07.547102,1 days 14:56:01.173041
2022-09-02 08:05:07.117844,2022-09-02 10:10:07.133131,0 days 02:05:00.015287
2022-09-02 10:11:07.158756,2022-09-02 12:28:06.843775,0 days 02:16:59.685019
2022-09-02 12:29:06.593324,2022-09-02 14:47:07.028138,0 days 02:18:00.434814
2022-09-02 14:48:06.814675,2022-09-05 10:18:06.964767,2 days 19:30:00.150092
2022-09-05 10:19:06.569089,2022-09-05 15:03:09.821438,0 days 04:44:03.252349
2022-09-05 15:04:08.538739,2022-09-06 07:31:07.127121,0 days 16:26:58.588382
2022-09-06 07:32:06.830828,2022-09-06 13:42:10.996378,0 days 06:10:04.165550
2022-09-06 13:43:06.676323,2022-09-07 06:49:07.370565,0 days 17:06:00.694242
2022-09-07 06:50:07.155097,2022-09-08 12:51:07.438100,1 days 06:01:00.283003
2022-09-08 15:13:07.144866,2022-09-09 07:56:06.769276,0 days 16:42:59.624410
2022-09-09 07:57:06.798467,2022-09-09 15:00:06.725871,0 days 07:02:59.927404
2022-09-09 15:01:06.234469,2022-09-12 13:25:06.567693,2 days 22:24:00.333224
2022-09-12 13:26:08.551556,2022-09-12 15:42:07.057063,0 days 02:15:58.505507
2022-09-12 15:43:08.034472,2022-09-13 07:12:07.492004,0 days 15:28:59.457532
2022-09-13 07:13:06.577946,2022-09-13 15:31:06.489435,0 days 08:17:59.911489
2022-09-13 15:32:07.870028,2022-09-14 06:56:07.427729,0 days 15:23:59.557701
2022-09-14 06:57:07.144262,2022-09-14 15:51:11.020486,0 days 08:54:03.876224
2022-09-14 15:52:07.584534,2022-09-15 10:30:08.895417,0 days 18:38:01.310883
2022-09-15 10:31:07.344134,2022-09-15 15:27:08.260893,0 days 04:56:00.916759
2022-09-15 15:28:08.013633,2022-09-20 06:49:07.025440,4 days 15:20:59.011807
2022-09-20 06:50:06.612771,2022-09-21 06:50:08.389662,1 days 00:00:01.776891
2022-09-21 06:51:08.859644,2022-09-21 09:35:07.030969,0 days 02:43:58.171325
2022-09-21 09:36:06.598575,2022-09-21 12:14:08.852404,0 days 02:38:02.253829
2022-09-21 12:15:06.603539,2022-09-28 04:35:08.118623,6 days 16:20:01.515084
2022-09-28 04:45:08.001793,2022-09-28 19:05:08.438574,0 days 14:20:00.436781
2022-09-28 19:06:08.237875,2022-09-29 04:35:07.307742,0 days 09:28:59.069867
2022-09-29 04:49:08.975997,2022-09-29 11:44:09.029782,0 days 06:55:00.053785
2022-09-29 11:53:06.886197,2022-09-29 13:04:07.068736,0 days 01:11:00.182539
2022-09-29 19:06:06.943775,2022-09-30 04:35:06.740884,0 days 09:28:59.797109
2022-09-30 04:56:08.000736,2022-09-30 07:02:06.582551,0 days 02:05:58.581815
2022-09-30 07:14:06.290407,2022-09-30 19:05:08.464579,0 days 11:51:02.174172
2022-09-30 19:06:08.124805,2022-10-04 04:34:08.369341,3 days 09:28:00.244536
2022-10-04 07:41:07.335901,2022-10-05 04:34:08.185939,0 days 20:53:00.850038
2022-10-05 04:35:07.429524,2022-10-05 06:31:06.844229,0 days 01:55:59.414705
2022-10-05 07:36:09.573784,2022-10-05 18:48:07.023777,0 days 11:11:57.449993
2022-10-05 19:05:06.917634,2022-10-06 04:34:06.956488,0 days 09:29:00.038854
2022-10-06 04:35:06.470144,2022-10-06 06:13:06.667922,0 days 01:38:00.197778
2022-10-06 06:37:08.654467,2022-10-07 04:34:06.661039,0 days 21:56:58.006572
2022-10-07 06:34:07.080547,2022-10-08 04:34:07.386086,0 days 22:00:00.305539
2022-10-08 04:35:10.312906,2022-10-08 05:44:06.735095,0 days 01:08:56.422189
2022-10-08 07:58:08.161214,2022-10-10 04:34:07.648769,1 days 20:35:59.487555
2022-10-10 05:01:07.982508,2022-10-10 08:04:08.500724,0 days 03:03:00.518216
2022-10-10 09:02:07.298820,2022-10-10 18:20:07.180996,0 days 09:17:59.882176
2022-10-10 18:53:06.619418,2022-10-11 04:34:07.738359,0 days 09:41:01.118941
2022-10-11 04:35:07.831130,2022-10-11 05:46:07.007152,0 days 01:10:59.176022
2022-10-11 06:49:07.176411,2022-10-11 18:17:07.243507,0 days 11:28:00.067096
2022-10-11 18:51:07.227191,2022-10-12 04:34:06.624127,0 days 09:42:59.396936
2022-10-12 04:35:07.553889,2022-10-12 05:39:08.116307,0 days 01:04:00.562418
2022-10-12 06:59:07.309269,2022-10-13 04:34:06.712837,0 days 21:34:59.403568
2022-10-13 04:35:06.914857,2022-10-13 05:47:08.162738,0 days 01:12:01.247881
2022-10-13 06:40:06.730603,2022-10-14 04:34:11.072880,0 days 21:54:04.342277
2022-10-14 07:01:08.336261,2022-10-15 04:34:08.502031,0 days 21:33:00.165770
2022-10-15 04:35:09.350721,2022-10-15 05:57:07.441743,0 days 01:21:58.091022
2022-10-15 15:18:12.652911,2022-10-17 04:34:06.749298,1 days 13:15:54.096387
2022-10-17 04:35:06.348065,2022-10-17 06:58:07.215284,0 days 02:23:00.867219
2022-10-17 06:59:07.003725,2022-10-18 04:33:07.535792,0 days 21:34:00.532067
2022-10-18 04:34:07.434588,2022-10-18 06:32:07.412974,0 days 01:57:59.978386
2022-10-18 07:06:06.421669,2022-10-19 04:33:06.306927,0 days 21:26:59.885258
2022-10-19 04:34:07.201202,2022-10-19 06:27:07.859911,0 days 01:53:00.658709
2022-10-19 06:50:07.917488,2022-10-19 07:55:07.592779,0 days 01:04:59.675291
2022-10-19 07:58:07.215084,2022-10-20 04:33:07.800237,0 days 20:35:00.585153
2022-10-20 04:51:06.661554,2022-10-20 09:22:06.383857,0 days 04:30:59.722303
2022-10-20 09:40:10.566880,2022-10-21 04:33:07.744339,0 days 18:52:57.177459
2022-10-21 05:14:08.556662,2022-10-21 06:18:08.060615,0 days 01:03:59.503953
2022-10-21 07:37:07.222494,2022-10-21 08:50:06.822708,0 days 01:12:59.600214
2022-10-21 08:51:06.919876,2022-10-21 14:28:06.320493,0 days 05:36:59.400617
2022-10-21 19:04:06.824799,2022-10-22 04:33:07.123160,0 days 09:29:00.298361
2022-10-22 04:34:06.989208,2022-10-22 07:39:07.539186,0 days 03:05:00.549978
2022-10-22 07:40:08.583172,2022-10-22 09:44:06.969006,0 days 02:03:58.385834
2022-10-22 10:44:08.606599,2022-10-22 12:29:07.031831,0 days 01:44:58.425232
2022-10-22 14:17:06.720190,2022-10-22 16:03:06.659823,0 days 01:45:59.939633
2022-10-22 16:04:06.228461,2022-10-24 04:33:06.705990,1 days 12:29:00.477529
2022-10-24 06:38:06.988231,2022-10-24 07:48:06.620888,0 days 01:09:59.632657
2022-10-24 07:51:06.893755,2022-10-25 04:33:06.335109,0 days 20:41:59.441354
2022-10-25 07:08:08.708700,2022-10-26 04:33:07.473725,0 days 21:24:58.765025
2022-10-26 04:34:07.019184,2022-10-26 05:40:06.991115,0 days 01:05:59.971931
2022-10-26 06:57:06.560975,2022-10-26 18:19:06.762103,0 days 11:22:00.201128
2022-10-26 19:02:06.379749,2022-10-27 04:33:07.542085,0 days 09:31:01.162336
2022-10-27 04:34:07.492660,2022-10-27 05:51:09.111408,0 days 01:17:01.618748
2022-10-27 07:04:06.853801,2022-10-28 04:33:06.705593,0 days 21:28:59.851792
2022-10-28 04:34:06.253469,2022-10-28 06:29:06.959149,0 days 01:55:00.705680
2022-10-28 06:44:07.043474,2022-10-28 18:13:07.077317,0 days 11:29:00.033843
2022-10-28 19:04:07.469617,2022-10-29 04:33:07.553996,0 days 09:29:00.084379
2022-10-29 04:34:06.276604,2022-10-29 06:57:07.050661,0 days 02:23:00.774057
2022-10-29 16:04:08.673672,2022-10-31 05:33:07.040172,1 days 13:28:58.366500
2022-10-31 07:45:06.864156,2022-10-31 09:30:08.657550,0 days 01:45:01.793394
2022-10-31 20:04:06.827938,2022-11-01 05:32:07.362787,0 days 09:28:00.534849
2022-11-01 06:00:07.365414,2022-11-01 07:29:07.288966,0 days 01:28:59.923552
2022-11-01 07:39:07.159318,2022-11-01 09:05:06.498278,0 days 01:25:59.338960
2022-11-01 20:02:09.202438,2022-11-02 05:32:07.084929,0 days 09:29:57.882491
2022-11-02 08:02:07.039545,2022-11-03 07:45:07.058883,0 days 23:43:00.019338
2022-11-03 08:32:06.616928,2022-11-04 05:32:06.564086,0 days 20:59:59.947158
2022-11-04 05:33:08.983700,2022-11-04 07:32:07.610529,0 days 01:58:58.626829
2022-11-04 08:31:06.983590,2022-11-04 10:03:07.469904,0 days 01:32:00.486314
2022-11-04 12:35:08.883243,2022-11-04 19:41:07.176611,0 days 07:05:58.293368
2022-11-04 19:50:07.011490,2022-11-05 05:32:07.107787,0 days 09:42:00.096297
2022-11-05 06:37:09.227889,2022-11-05 08:33:08.096991,0 days 01:55:58.869102
2022-11-05 08:43:07.553684,2022-11-05 10:07:07.662047,0 days 01:24:00.108363
2022-11-05 15:03:08.005894,2022-11-05 16:32:07.626941,0 days 01:28:59.621047
2022-11-05 17:03:06.988529,2022-11-07 05:32:10.028468,1 days 12:29:03.039939
2022-11-07 05:53:09.645363,2022-11-07 10:11:06.892771,0 days 04:17:57.247408
2022-11-07 10:12:06.601118,2022-11-07 11:24:07.003264,0 days 01:12:00.402146
2022-11-07 11:25:07.013484,2022-11-07 16:11:06.246128,0 days 04:45:59.232644
2022-11-07 20:03:07.119298,2022-11-08 05:32:07.887953,0 days 09:29:00.768655
2022-11-08 08:06:07.321305,2022-11-08 15:17:06.704951,0 days 07:10:59.383646
2022-11-08 15:18:06.609602,2022-11-09 07:55:07.197236,0 days 16:37:00.587634
2022-11-09 07:56:07.365645,2022-11-09 20:02:07.236334,0 days 12:05:59.870689
2022-11-09 20:03:07.186216,2022-11-12 05:32:06.722059,2 days 09:28:59.535843
2022-11-12 08:47:08.164328,2022-11-12 15:02:06.492649,0 days 06:14:58.328321
2022-11-12 17:03:07.179694,2022-11-14 05:32:07.323098,1 days 12:29:00.143404
2022-11-14 17:26:07.340885,2022-11-15 05:32:06.676823,0 days 12:05:59.335938
2022-11-15 05:45:08.054149,2022-11-15 09:56:08.050849,0 days 04:10:59.996700
2022-11-15 10:14:06.718675,2022-11-15 11:53:07.633744,0 days 01:39:00.915069
2022-11-15 20:03:07.256231,2022-11-16 05:32:08.167254,0 days 09:29:00.911023
2022-11-16 05:33:07.058602,2022-11-16 07:30:08.367327,0 days 01:57:01.308725
2022-11-16 08:07:07.136195,2022-11-16 20:02:06.707454,0 days 11:54:59.571259
2022-11-16 20:03:06.408870,2022-11-17 05:32:06.712953,0 days 09:29:00.304083
2022-11-17 07:54:07.227695,2022-11-17 20:01:07.086334,0 days 12:06:59.858639
2022-11-17 20:02:08.032609,2022-11-18 05:30:07.470439,0 days 09:27:59.437830
2022-11-18 06:05:08.207140,2022-11-18 07:40:07.671118,0 days 01:34:59.463978
2022-11-18 08:01:07.279428,2022-11-18 10:49:07.064181,0 days 02:47:59.784753
2022-11-18 20:01:07.072480,2022-11-19 05:30:07.095478,0 days 09:29:00.022998
2022-11-19 05:45:08.049032,2022-11-19 17:00:06.850015,0 days 11:14:58.800983
2022-11-19 17:01:07.198960,2022-11-21 05:30:07.087477,1 days 12:28:59.888517
2022-11-21 05:39:07.135267,2022-11-21 09:08:06.458920,0 days 03:28:59.323653
2022-11-21 09:14:07.600038,2022-11-21 16:50:07.198026,0 days 07:35:59.597988
2022-11-21 16:51:08.156643,2022-11-22 05:30:07.104880,0 days 12:38:58.948237
2022-11-22 10:26:07.449797,2022-11-22 13:35:07.081431,0 days 03:08:59.631634
2022-11-22 20:01:07.106598,2022-11-23 05:30:07.157003,0 days 09:29:00.050405
2022-11-23 16:29:07.212060,2022-11-24 05:31:06.372975,0 days 13:01:59.160915
2022-11-24 16:39:07.277643,2022-11-25 05:30:06.697543,0 days 12:50:59.419900
2022-11-25 05:31:06.402839,2022-11-25 07:19:06.578361,0 days 01:48:00.175522
2022-11-25 20:00:07.072031,2022-11-26 05:30:33.443074,0 days 09:30:26.371043
2022-11-26 05:48:06.859121,2022-11-26 07:53:07.083220,0 days 02:05:00.224099
2022-11-26 14:23:06.609429,2022-11-26 17:00:06.752039,0 days 02:37:00.142610
2022-11-26 17:01:06.288892,2022-11-28 05:30:07.177136,1 days 12:29:00.888244
2022-11-28 09:09:06.561781,2022-11-28 10:55:06.458066,0 days 01:45:59.896285
2022-11-28 20:00:06.610379,2022-11-29 05:30:06.286950,0 days 09:29:59.676571
2022-11-29 20:01:06.330281,2022-11-30 05:31:07.207444,0 days 09:30:00.877163
2022-11-30 16:27:06.466803,2022-12-01 05:31:07.195802,0 days 13:04:00.728999
2022-12-01 05:40:06.729036,2022-12-01 08:04:06.909424,0 days 02:24:00.180388
2022-12-01 19:58:06.393432,2022-12-02 05:31:07.117993,0 days 09:33:00.724561
2022-12-02 19:56:06.241802,2022-12-03 05:30:06.872407,0 days 09:34:00.630605
2022-12-03 17:01:07.285998,2022-12-05 05:30:06.670757,1 days 12:28:59.384759
2022-12-05 19:59:06.688129,2022-12-06 05:30:06.917689,0 days 09:31:00.229560
2022-12-06 08:10:06.784702,2022-12-07 05:31:07.171760,0 days 21:21:00.387058
2022-12-07 12:00:06.678724,2022-12-08 05:31:06.724274,0 days 17:31:00.045550
2022-12-08 20:02:07.214702,2022-12-09 05:31:06.357190,0 days 09:28:59.142488
2022-12-09 20:02:06.958918,2022-12-10 05:30:06.316664,0 days 09:27:59.357746
2022-12-10 17:02:07.042032,2022-12-12 05:30:06.570374,1 days 12:27:59.528342
2022-12-12 08:05:07.039578,2022-12-13 05:31:06.221300,0 days 21:25:59.181722
2022-12-13 20:00:06.381255,2022-12-14 05:31:06.608456,0 days 09:31:00.227201
2022-12-14 20:02:06.561174,2022-12-15 05:31:06.893329,0 days 09:29:00.332155
2022-12-15 16:11:06.315759,2022-12-16 05:31:07.273966,0 days 13:20:00.958207
2022-12-16 20:02:07.103655,2022-12-17 05:31:06.660931,0 days 09:28:59.557276
2022-12-17 05:40:07.354638,2022-12-17 08:27:06.504329,0 days 02:46:59.149691
2022-12-17 17:02:07.012228,2022-12-19 05:31:06.794298,1 days 12:28:59.782070
2022-12-19 14:36:06.481019,2022-12-20 05:31:06.428701,0 days 14:54:59.947682
2022-12-20 08:30:06.519623,2022-12-21 05:31:07.077470,0 days 21:01:00.557847
2022-12-21 17:06:06.982829,2022-12-22 05:31:06.723676,0 days 12:24:59.740847
2022-12-22 18:23:06.626248,2022-12-23 05:34:06.711243,0 days 11:11:00.084995
2022-12-23 10:44:08.032139,2022-12-24 05:31:07.772930,0 days 18:46:59.740791
2022-12-24 05:48:06.678699,2022-12-24 08:37:07.049367,0 days 02:49:00.370668
2022-12-24 14:34:06.601589,2022-12-24 17:01:06.417981,0 days 02:26:59.816392
2022-12-24 17:02:06.802881,2022-12-26 05:31:06.391058,1 days 12:28:59.588177
2022-12-26 20:02:07.086223,2022-12-27 05:31:06.601374,0 days 09:28:59.515151
2022-12-27 19:53:06.608706,2022-12-28 05:31:06.938692,0 days 09:38:00.329986
2022-12-28 20:00:07.005894,2022-12-29 05:31:07.073291,0 days 09:31:00.067397
2022-12-29 20:00:06.398329,2022-12-30 05:31:06.605893,0 days 09:31:00.207564
2022-12-30 19:56:06.779772,2022-12-31 05:31:06.594724,0 days 09:34:59.814952
2022-12-31 06:01:07.294337,2022-12-31 07:52:06.452679,0 days 01:50:59.158342
2022-12-31 13:24:06.942306,2022-12-31 17:01:06.588964,0 days 03:36:59.646658
2022-12-31 17:02:07.153425,2022-12-31 23:59:06.605668,0 days 06:56:59.452243
